assignment_id,shift_id,staff_id,assignment_status,assigned_by
665,104,32,ASSIGNED,SYSTEM
666,104,77,ASSIGNED,SYSTEM
667,104,86,ASSIGNED,SYSTEM
668,105,86,ASSIGNED,SYSTEM
669,105,32,ASSIGNED,SYSTEM
670,105,23,ASSIGNED,SYSTEM
671,105,14,ASSIGNED,SYSTEM
672,105,5,ASSIGNED,SYSTEM
673,105,77,ASSIGNED,SYSTEM
674,105,59,ASSIGNED,SYSTEM
675,105,68,ASSIGNED,SYSTEM
676,106,87,ASSIGNED,SYSTEM
677,106,24,ASSIGNED,SYSTEM
678,106,6,ASSIGNED,SYSTEM
679,106,78,ASSIGNED,SYSTEM
680,106,33,ASSIGNED,SYSTEM
681,106,51,ASSIGNED,SYSTEM
682,106,15,ASSIGNED,SYSTEM
683,106,42,ASSIGNED,SYSTEM
684,107,60,ASSIGNED,SYSTEM
685,107,15,ASSIGNED,SYSTEM
686,107,51,ASSIGNED,SYSTEM
687,107,6,ASSIGNED,SYSTEM
688,107,87,ASSIGNED,SYSTEM
689,107,69,ASSIGNED,SYSTEM
690,107,78,ASSIGNED,SYSTEM
691,107,42,ASSIGNED,SYSTEM
692,108,78,ASSIGNED,SYSTEM
693,108,42,ASSIGNED,SYSTEM
694,108,69,ASSIGNED,SYSTEM
695,108,87,ASSIGNED,SYSTEM
696,108,33,ASSIGNED,SYSTEM
697,108,24,ASSIGNED,SYSTEM
698,109,43,ASSIGNED,SYSTEM
699,109,61,ASSIGNED,SYSTEM
700,109,7,ASSIGNED,SYSTEM
701,109,52,ASSIGNED,SYSTEM
702,109,79,ASSIGNED,SYSTEM
703,110,61,ASSIGNED,SYSTEM
704,110,25,ASSIGNED,SYSTEM
705,110,7,ASSIGNED,SYSTEM
706,110,16,ASSIGNED,SYSTEM
707,110,34,ASSIGNED,SYSTEM
708,111,70,ASSIGNED,SYSTEM
709,111,16,ASSIGNED,SYSTEM
710,111,88,ASSIGNED,SYSTEM
711,111,7,ASSIGNED,SYSTEM
712,111,34,ASSIGNED,SYSTEM
713,112,80,ASSIGNED,SYSTEM
714,112,44,ASSIGNED,SYSTEM
715,112,35,ASSIGNED,SYSTEM
716,112,8,ASSIGNED,SYSTEM
717,112,17,ASSIGNED,SYSTEM
718,113,8,ASSIGNED,SYSTEM
719,113,26,ASSIGNED,SYSTEM
720,113,80,ASSIGNED,SYSTEM
721,114,80,ASSIGNED,SYSTEM
722,114,44,ASSIGNED,SYSTEM
723,114,35,ASSIGNED,SYSTEM
724,114,71,ASSIGNED,SYSTEM
725,114,89,ASSIGNED,SYSTEM
726,115,90,ASSIGNED,SYSTEM
727,115,36,ASSIGNED,SYSTEM
728,115,63,ASSIGNED,SYSTEM
729,115,45,ASSIGNED,SYSTEM
730,116,36,ASSIGNED,SYSTEM
731,116,63,ASSIGNED,SYSTEM
732,116,27,ASSIGNED,SYSTEM
733,116,18,ASSIGNED,SYSTEM
734,117,9,ASSIGNED,SYSTEM
735,117,90,ASSIGNED,SYSTEM
736,117,36,ASSIGNED,SYSTEM
737,117,45,ASSIGNED,SYSTEM
738,118,95,ASSIGNED,SYSTEM
739,118,94,ASSIGNED,SYSTEM
740,118,93,ASSIGNED,SYSTEM
741,118,98,ASSIGNED,SYSTEM
742,118,91,ASSIGNED,SYSTEM
743,119,94,ASSIGNED,SYSTEM
744,119,99,ASSIGNED,SYSTEM
745,119,95,ASSIGNED,SYSTEM
746,119,100,ASSIGNED,SYSTEM
747,119,91,ASSIGNED,SYSTEM
748,120,98,ASSIGNED,SYSTEM
749,120,93,ASSIGNED,SYSTEM
750,120,96,ASSIGNED,SYSTEM
751,120,95,ASSIGNED,SYSTEM
752,121,1,ASSIGNED,SYSTEM
753,121,82,ASSIGNED,SYSTEM
754,121,55,ASSIGNED,SYSTEM
755,121,28,ASSIGNED,SYSTEM
756,121,10,ASSIGNED,SYSTEM
757,121,19,ASSIGNED,SYSTEM
758,121,73,ASSIGNED,SYSTEM
759,121,37,ASSIGNED,SYSTEM
760,122,28,ASSIGNED,SYSTEM
761,122,55,ASSIGNED,SYSTEM
762,122,82,ASSIGNED,SYSTEM
763,122,73,ASSIGNED,SYSTEM
764,122,10,ASSIGNED,SYSTEM
765,122,64,ASSIGNED,SYSTEM
766,122,46,ASSIGNED,SYSTEM
767,122,1,ASSIGNED,SYSTEM
768,123,46,ASSIGNED,SYSTEM
769,123,73,ASSIGNED,SYSTEM
770,123,64,ASSIGNED,SYSTEM
771,123,82,ASSIGNED,SYSTEM
772,123,1,ASSIGNED,SYSTEM
773,123,55,ASSIGNED,SYSTEM
774,123,10,ASSIGNED,SYSTEM
775,123,19,ASSIGNED,SYSTEM
776,124,47,ASSIGNED,SYSTEM
777,124,20,ASSIGNED,SYSTEM
778,124,38,ASSIGNED,SYSTEM
779,124,83,ASSIGNED,SYSTEM
780,124,74,ASSIGNED,SYSTEM
781,124,29,ASSIGNED,SYSTEM
782,124,56,ASSIGNED,SYSTEM
783,124,65,ASSIGNED,SYSTEM
784,124,2,ASSIGNED,SYSTEM
785,124,11,ASSIGNED,SYSTEM
786,125,47,ASSIGNED,SYSTEM
787,125,29,ASSIGNED,SYSTEM
788,125,11,ASSIGNED,SYSTEM
789,125,38,ASSIGNED,SYSTEM
790,125,56,ASSIGNED,SYSTEM
791,125,20,ASSIGNED,SYSTEM
792,125,83,ASSIGNED,SYSTEM
793,125,65,ASSIGNED,SYSTEM
794,125,2,ASSIGNED,SYSTEM
795,125,74,ASSIGNED,SYSTEM
796,126,56,ASSIGNED,SYSTEM
797,126,65,ASSIGNED,SYSTEM
798,126,2,ASSIGNED,SYSTEM
799,126,20,ASSIGNED,SYSTEM
800,126,47,ASSIGNED,SYSTEM
801,126,74,ASSIGNED,SYSTEM
802,126,38,ASSIGNED,SYSTEM
803,126,29,ASSIGNED,SYSTEM
804,126,83,ASSIGNED,SYSTEM
805,126,11,ASSIGNED,SYSTEM
806,127,30,ASSIGNED,SYSTEM
807,127,3,ASSIGNED,SYSTEM
808,127,57,ASSIGNED,SYSTEM
809,127,66,ASSIGNED,SYSTEM
810,127,75,ASSIGNED,SYSTEM
811,127,12,ASSIGNED,SYSTEM
812,128,66,ASSIGNED,SYSTEM
813,128,75,ASSIGNED,SYSTEM
814,128,39,ASSIGNED,SYSTEM
815,128,57,ASSIGNED,SYSTEM
816,128,21,ASSIGNED,SYSTEM
817,128,84,ASSIGNED,SYSTEM
818,129,57,ASSIGNED,SYSTEM
819,129,3,ASSIGNED,SYSTEM
820,129,75,ASSIGNED,SYSTEM
821,129,84,ASSIGNED,SYSTEM
822,130,85,ASSIGNED,SYSTEM
823,130,4,ASSIGNED,SYSTEM
824,130,67,ASSIGNED,SYSTEM
825,130,76,ASSIGNED,SYSTEM
826,130,40,ASSIGNED,SYSTEM
827,130,13,ASSIGNED,SYSTEM
828,131,58,ASSIGNED,SYSTEM
829,131,22,ASSIGNED,SYSTEM
830,131,85,ASSIGNED,SYSTEM
831,131,31,ASSIGNED,SYSTEM
832,131,76,ASSIGNED,SYSTEM
833,131,40,ASSIGNED,SYSTEM
834,132,40,ASSIGNED,SYSTEM
835,132,58,ASSIGNED,SYSTEM
836,132,67,ASSIGNED,SYSTEM
837,132,49,ASSIGNED,SYSTEM
838,132,85,ASSIGNED,SYSTEM
839,132,31,ASSIGNED,SYSTEM
840,133,50,ASSIGNED,SYSTEM
841,133,5,ASSIGNED,SYSTEM
842,133,59,ASSIGNED,SYSTEM
843,133,23,ASSIGNED,SYSTEM
844,133,32,ASSIGNED,SYSTEM
845,133,77,ASSIGNED,SYSTEM
846,133,14,ASSIGNED,SYSTEM
847,133,68,ASSIGNED,SYSTEM
848,134,41,ASSIGNED,SYSTEM
849,134,23,ASSIGNED,SYSTEM
850,134,59,ASSIGNED,SYSTEM
851,134,77,ASSIGNED,SYSTEM
852,134,32,ASSIGNED,SYSTEM
853,134,5,ASSIGNED,SYSTEM
854,134,86,ASSIGNED,SYSTEM
855,134,50,ASSIGNED,SYSTEM
856,135,59,ASSIGNED,SYSTEM
857,135,41,ASSIGNED,SYSTEM
858,135,23,ASSIGNED,SYSTEM
859,135,5,ASSIGNED,SYSTEM
860,135,50,ASSIGNED,SYSTEM
861,135,32,ASSIGNED,SYSTEM
862,135,68,ASSIGNED,SYSTEM
863,135,86,ASSIGNED,SYSTEM
864,136,78,ASSIGNED,SYSTEM
865,136,60,ASSIGNED,SYSTEM
866,136,6,ASSIGNED,SYSTEM
867,136,69,ASSIGNED,SYSTEM
868,136,42,ASSIGNED,SYSTEM
869,136,87,ASSIGNED,SYSTEM
870,136,24,ASSIGNED,SYSTEM
871,136,33,ASSIGNED,SYSTEM
872,137,6,ASSIGNED,SYSTEM
873,137,15,ASSIGNED,SYSTEM
874,137,33,ASSIGNED,SYSTEM
875,137,24,ASSIGNED,SYSTEM
876,137,78,ASSIGNED,SYSTEM
877,137,51,ASSIGNED,SYSTEM
878,137,87,ASSIGNED,SYSTEM
879,137,42,ASSIGNED,SYSTEM
880,138,87,ASSIGNED,SYSTEM
881,138,6,ASSIGNED,SYSTEM
882,138,78,ASSIGNED,SYSTEM
883,138,15,ASSIGNED,SYSTEM
884,138,24,ASSIGNED,SYSTEM
885,138,42,ASSIGNED,SYSTEM
886,138,33,ASSIGNED,SYSTEM
887,138,60,ASSIGNED,SYSTEM
888,139,79,ASSIGNED,SYSTEM
889,139,25,ASSIGNED,SYSTEM
890,139,61,ASSIGNED,SYSTEM
891,139,7,ASSIGNED,SYSTEM
892,139,52,ASSIGNED,SYSTEM
893,140,52,ASSIGNED,SYSTEM
894,140,61,ASSIGNED,SYSTEM
895,140,79,ASSIGNED,SYSTEM
896,140,25,ASSIGNED,SYSTEM
897,140,43,ASSIGNED,SYSTEM
898,141,25,ASSIGNED,SYSTEM
899,141,70,ASSIGNED,SYSTEM
900,141,7,ASSIGNED,SYSTEM
901,141,61,ASSIGNED,SYSTEM
902,141,34,ASSIGNED,SYSTEM
903,142,53,ASSIGNED,SYSTEM
904,142,17,ASSIGNED,SYSTEM
905,142,35,ASSIGNED,SYSTEM
906,142,8,ASSIGNED,SYSTEM
907,142,62,ASSIGNED,SYSTEM
908,143,89,ASSIGNED,SYSTEM
909,143,80,ASSIGNED,SYSTEM
910,143,8,ASSIGNED,SYSTEM
911,143,44,ASSIGNED,SYSTEM
912,143,53,ASSIGNED,SYSTEM
913,144,89,ASSIGNED,SYSTEM
914,144,62,ASSIGNED,SYSTEM
915,144,8,ASSIGNED,SYSTEM
916,144,71,ASSIGNED,SYSTEM
917,144,35,ASSIGNED,SYSTEM
918,145,27,ASSIGNED,SYSTEM
919,145,9,ASSIGNED,SYSTEM
920,145,81,ASSIGNED,SYSTEM
921,145,90,ASSIGNED,SYSTEM
922,146,90,ASSIGNED,SYSTEM
923,146,18,ASSIGNED,SYSTEM
924,146,72,ASSIGNED,SYSTEM
925,146,54,ASSIGNED,SYSTEM
926,147,81,ASSIGNED,SYSTEM
927,147,27,ASSIGNED,SYSTEM
928,147,36,ASSIGNED,SYSTEM
929,147,18,ASSIGNED,SYSTEM
930,148,98,ASSIGNED,SYSTEM
931,148,95,ASSIGNED,SYSTEM
932,148,92,ASSIGNED,SYSTEM
933,148,93,ASSIGNED,SYSTEM
934,148,97,ASSIGNED,SYSTEM
935,149,100,ASSIGNED,SYSTEM
936,149,98,ASSIGNED,SYSTEM
937,149,95,ASSIGNED,SYSTEM
938,149,99,ASSIGNED,SYSTEM
939,150,94,ASSIGNED,SYSTEM
940,150,97,ASSIGNED,SYSTEM
941,150,98,ASSIGNED,SYSTEM
942,150,93,ASSIGNED,SYSTEM
943,150,100,ASSIGNED,SYSTEM
944,151,37,ASSIGNED,SYSTEM
945,151,64,ASSIGNED,SYSTEM
946,151,10,ASSIGNED,SYSTEM
947,151,46,ASSIGNED,SYSTEM
948,151,28,ASSIGNED,SYSTEM
949,151,1,ASSIGNED,SYSTEM
950,151,19,ASSIGNED,SYSTEM
951,151,82,ASSIGNED,SYSTEM
952,152,10,ASSIGNED,SYSTEM
953,152,73,ASSIGNED,SYSTEM
954,152,19,ASSIGNED,SYSTEM
955,152,64,ASSIGNED,SYSTEM
956,152,28,ASSIGNED,SYSTEM
957,152,1,ASSIGNED,SYSTEM
958,152,37,ASSIGNED,SYSTEM
959,152,46,ASSIGNED,SYSTEM
960,153,28,ASSIGNED,SYSTEM
961,153,1,ASSIGNED,SYSTEM
962,153,55,ASSIGNED,SYSTEM
963,153,73,ASSIGNED,SYSTEM
964,153,19,ASSIGNED,SYSTEM
965,153,37,ASSIGNED,SYSTEM
966,153,10,ASSIGNED,SYSTEM
967,154,38,ASSIGNED,SYSTEM
968,154,74,ASSIGNED,SYSTEM
969,154,83,ASSIGNED,SYSTEM
970,154,47,ASSIGNED,SYSTEM
971,154,2,ASSIGNED,SYSTEM
972,154,56,ASSIGNED,SYSTEM
973,154,20,ASSIGNED,SYSTEM
974,154,29,ASSIGNED,SYSTEM
975,154,11,ASSIGNED,SYSTEM
976,154,65,ASSIGNED,SYSTEM
977,155,83,ASSIGNED,SYSTEM
978,155,65,ASSIGNED,SYSTEM
979,155,56,ASSIGNED,SYSTEM
980,155,2,ASSIGNED,SYSTEM
981,155,47,ASSIGNED,SYSTEM
982,155,20,ASSIGNED,SYSTEM
983,155,38,ASSIGNED,SYSTEM
984,155,74,ASSIGNED,SYSTEM
985,155,11,ASSIGNED,SYSTEM
986,155,29,ASSIGNED,SYSTEM
987,156,65,ASSIGNED,SYSTEM
988,156,74,ASSIGNED,SYSTEM
989,156,11,ASSIGNED,SYSTEM
990,156,38,ASSIGNED,SYSTEM
991,156,20,ASSIGNED,SYSTEM
992,156,2,ASSIGNED,SYSTEM
993,156,83,ASSIGNED,SYSTEM
994,156,47,ASSIGNED,SYSTEM
995,157,12,ASSIGNED,SYSTEM
996,157,3,ASSIGNED,SYSTEM
997,157,66,ASSIGNED,SYSTEM
998,157,84,ASSIGNED,SYSTEM
999,157,48,ASSIGNED,SYSTEM
1000,157,39,ASSIGNED,SYSTEM
1001,158,84,ASSIGNED,SYSTEM
1002,158,66,ASSIGNED,SYSTEM
1003,158,57,ASSIGNED,SYSTEM
1004,158,48,ASSIGNED,SYSTEM
1005,158,12,ASSIGNED,SYSTEM
1006,158,30,ASSIGNED,SYSTEM
1007,159,57,ASSIGNED,SYSTEM
1008,159,48,ASSIGNED,SYSTEM
1009,159,75,ASSIGNED,SYSTEM
1010,159,39,ASSIGNED,SYSTEM
1011,159,12,ASSIGNED,SYSTEM
1012,159,66,ASSIGNED,SYSTEM
1013,160,67,ASSIGNED,SYSTEM
1014,160,22,ASSIGNED,SYSTEM
1015,160,40,ASSIGNED,SYSTEM
1016,160,31,ASSIGNED,SYSTEM
1017,160,13,ASSIGNED,SYSTEM
1018,160,4,ASSIGNED,SYSTEM
1019,161,58,ASSIGNED,SYSTEM
1020,161,85,ASSIGNED,SYSTEM
1021,161,76,ASSIGNED,SYSTEM
1022,161,49,ASSIGNED,SYSTEM
1023,161,4,ASSIGNED,SYSTEM
1024,161,13,ASSIGNED,SYSTEM
1025,162,13,ASSIGNED,SYSTEM
1026,162,4,ASSIGNED,SYSTEM
1027,162,22,ASSIGNED,SYSTEM
1028,162,49,ASSIGNED,SYSTEM
1029,162,58,ASSIGNED,SYSTEM
1030,162,76,ASSIGNED,SYSTEM
1031,163,59,ASSIGNED,SYSTEM
1032,163,50,ASSIGNED,SYSTEM
1033,163,86,ASSIGNED,SYSTEM
1034,163,68,ASSIGNED,SYSTEM
1035,163,77,ASSIGNED,SYSTEM
1036,163,5,ASSIGNED,SYSTEM
1037,163,14,ASSIGNED,SYSTEM
1038,164,32,ASSIGNED,SYSTEM
1039,164,14,ASSIGNED,SYSTEM
1040,164,50,ASSIGNED,SYSTEM
1041,164,41,ASSIGNED,SYSTEM
1042,164,23,ASSIGNED,SYSTEM
1043,164,59,ASSIGNED,SYSTEM
1044,164,77,ASSIGNED,SYSTEM
1045,164,86,ASSIGNED,SYSTEM
1046,165,32,ASSIGNED,SYSTEM
1047,165,23,ASSIGNED,SYSTEM
1048,165,5,ASSIGNED,SYSTEM
1049,165,41,ASSIGNED,SYSTEM
1050,165,77,ASSIGNED,SYSTEM
1051,165,86,ASSIGNED,SYSTEM
1052,165,68,ASSIGNED,SYSTEM
1053,165,59,ASSIGNED,SYSTEM
1054,166,60,ASSIGNED,SYSTEM
1055,166,24,ASSIGNED,SYSTEM
1056,166,69,ASSIGNED,SYSTEM
1057,166,51,ASSIGNED,SYSTEM
1058,166,15,ASSIGNED,SYSTEM
1059,166,6,ASSIGNED,SYSTEM
1060,166,33,ASSIGNED,SYSTEM
1061,166,42,ASSIGNED,SYSTEM
1062,167,42,ASSIGNED,SYSTEM
1063,167,24,ASSIGNED,SYSTEM
1064,167,78,ASSIGNED,SYSTEM
1065,167,6,ASSIGNED,SYSTEM
1066,167,51,ASSIGNED,SYSTEM
1067,167,15,ASSIGNED,SYSTEM
1068,167,69,ASSIGNED,SYSTEM
1069,167,33,ASSIGNED,SYSTEM
1070,168,51,ASSIGNED,SYSTEM
1071,168,15,ASSIGNED,SYSTEM
1072,168,78,ASSIGNED,SYSTEM
1073,168,33,ASSIGNED,SYSTEM
1074,168,6,ASSIGNED,SYSTEM
1075,168,87,ASSIGNED,SYSTEM
1076,168,24,ASSIGNED,SYSTEM
1077,168,60,ASSIGNED,SYSTEM
1078,169,70,ASSIGNED,SYSTEM
1079,169,43,ASSIGNED,SYSTEM
1080,169,7,ASSIGNED,SYSTEM
1081,169,25,ASSIGNED,SYSTEM
1082,169,88,ASSIGNED,SYSTEM
1083,170,16,ASSIGNED,SYSTEM
1084,170,34,ASSIGNED,SYSTEM
1085,170,25,ASSIGNED,SYSTEM
1086,170,61,ASSIGNED,SYSTEM
1087,170,88,ASSIGNED,SYSTEM
1088,171,16,ASSIGNED,SYSTEM
1089,171,88,ASSIGNED,SYSTEM
1090,171,79,ASSIGNED,SYSTEM
1091,171,7,ASSIGNED,SYSTEM
1092,171,70,ASSIGNED,SYSTEM
1093,172,44,ASSIGNED,SYSTEM
1094,172,17,ASSIGNED,SYSTEM
1095,172,80,ASSIGNED,SYSTEM
1096,172,89,ASSIGNED,SYSTEM
1097,172,53,ASSIGNED,SYSTEM
1098,173,62,ASSIGNED,SYSTEM
1099,173,44,ASSIGNED,SYSTEM
1100,173,17,ASSIGNED,SYSTEM
1101,173,8,ASSIGNED,SYSTEM
1102,173,89,ASSIGNED,SYSTEM
1103,174,53,ASSIGNED,SYSTEM
1104,174,17,ASSIGNED,SYSTEM
1105,174,44,ASSIGNED,SYSTEM
1106,174,8,ASSIGNED,SYSTEM
1107,174,35,ASSIGNED,SYSTEM
1108,175,63,ASSIGNED,SYSTEM
1109,175,9,ASSIGNED,SYSTEM
1110,176,81,ASSIGNED,SYSTEM
1111,176,36,ASSIGNED,SYSTEM
1112,176,45,ASSIGNED,SYSTEM
1113,176,90,ASSIGNED,SYSTEM
1114,177,63,ASSIGNED,SYSTEM
1115,177,36,ASSIGNED,SYSTEM
1116,177,27,ASSIGNED,SYSTEM
1117,178,94,ASSIGNED,SYSTEM
1118,178,95,ASSIGNED,SYSTEM
1119,178,91,ASSIGNED,SYSTEM
1120,178,93,ASSIGNED,SYSTEM
1121,178,92,ASSIGNED,SYSTEM
1122,179,96,ASSIGNED,SYSTEM
1123,179,91,ASSIGNED,SYSTEM
1124,179,100,ASSIGNED,SYSTEM
1125,179,97,ASSIGNED,SYSTEM
1126,179,98,ASSIGNED,SYSTEM
1127,180,95,ASSIGNED,SYSTEM
1128,180,97,ASSIGNED,SYSTEM
1129,180,96,ASSIGNED,SYSTEM
1130,180,93,ASSIGNED,SYSTEM
1131,180,92,ASSIGNED,SYSTEM
1132,181,46,ASSIGNED,SYSTEM
1133,181,28,ASSIGNED,SYSTEM
1134,181,64,ASSIGNED,SYSTEM
1135,181,82,ASSIGNED,SYSTEM
1136,181,10,ASSIGNED,SYSTEM
1137,181,19,ASSIGNED,SYSTEM
1138,181,37,ASSIGNED,SYSTEM
1139,181,73,ASSIGNED,SYSTEM
1140,182,64,ASSIGNED,SYSTEM
1141,182,73,ASSIGNED,SYSTEM
1142,182,19,ASSIGNED,SYSTEM
1143,182,55,ASSIGNED,SYSTEM
1144,182,28,ASSIGNED,SYSTEM
1145,182,37,ASSIGNED,SYSTEM
1146,182,46,ASSIGNED,SYSTEM
1147,182,1,ASSIGNED,SYSTEM
1148,183,37,ASSIGNED,SYSTEM
1149,183,1,ASSIGNED,SYSTEM
1150,183,55,ASSIGNED,SYSTEM
1151,183,64,ASSIGNED,SYSTEM
1152,183,46,ASSIGNED,SYSTEM
1153,183,19,ASSIGNED,SYSTEM
1154,183,82,ASSIGNED,SYSTEM
1155,183,73,ASSIGNED,SYSTEM
1156,184,47,ASSIGNED,SYSTEM
1157,184,38,ASSIGNED,SYSTEM
1158,184,2,ASSIGNED,SYSTEM
1159,184,65,ASSIGNED,SYSTEM
1160,184,11,ASSIGNED,SYSTEM
1161,184,20,ASSIGNED,SYSTEM
1162,184,83,ASSIGNED,SYSTEM
1163,184,74,ASSIGNED,SYSTEM
1164,185,56,ASSIGNED,SYSTEM
1165,185,47,ASSIGNED,SYSTEM
1166,185,74,ASSIGNED,SYSTEM
1167,185,29,ASSIGNED,SYSTEM
1168,185,65,ASSIGNED,SYSTEM
1169,185,11,ASSIGNED,SYSTEM
1170,185,83,ASSIGNED,SYSTEM
1171,185,38,ASSIGNED,SYSTEM
1172,185,2,ASSIGNED,SYSTEM
1173,185,20,ASSIGNED,SYSTEM
1174,186,56,ASSIGNED,SYSTEM
1175,186,38,ASSIGNED,SYSTEM
1176,186,47,ASSIGNED,SYSTEM
1177,186,20,ASSIGNED,SYSTEM
1178,186,74,ASSIGNED,SYSTEM
1179,186,29,ASSIGNED,SYSTEM
1180,186,2,ASSIGNED,SYSTEM
1181,186,11,ASSIGNED,SYSTEM
1182,186,65,ASSIGNED,SYSTEM
1183,186,83,ASSIGNED,SYSTEM
1184,187,12,ASSIGNED,SYSTEM
1185,187,66,ASSIGNED,SYSTEM
1186,187,84,ASSIGNED,SYSTEM
1187,187,3,ASSIGNED,SYSTEM
1188,187,21,ASSIGNED,SYSTEM
1189,187,39,ASSIGNED,SYSTEM
1190,188,75,ASSIGNED,SYSTEM
1191,188,12,ASSIGNED,SYSTEM
1192,188,57,ASSIGNED,SYSTEM
1193,188,84,ASSIGNED,SYSTEM
1194,188,39,ASSIGNED,SYSTEM
1195,188,21,ASSIGNED,SYSTEM
1196,189,84,ASSIGNED,SYSTEM
1197,189,3,ASSIGNED,SYSTEM
1198,189,66,ASSIGNED,SYSTEM
1199,189,12,ASSIGNED,SYSTEM
1200,189,21,ASSIGNED,SYSTEM
1201,189,48,ASSIGNED,SYSTEM
1202,190,49,ASSIGNED,SYSTEM
1203,190,4,ASSIGNED,SYSTEM
1204,190,58,ASSIGNED,SYSTEM
1205,190,76,ASSIGNED,SYSTEM
1206,190,31,ASSIGNED,SYSTEM
1207,190,67,ASSIGNED,SYSTEM
1208,191,67,ASSIGNED,SYSTEM
1209,191,31,ASSIGNED,SYSTEM
1210,191,40,ASSIGNED,SYSTEM
1211,191,76,ASSIGNED,SYSTEM
1212,191,4,ASSIGNED,SYSTEM
1213,192,4,ASSIGNED,SYSTEM
1214,192,13,ASSIGNED,SYSTEM
1215,192,58,ASSIGNED,SYSTEM
1216,192,76,ASSIGNED,SYSTEM
1217,192,85,ASSIGNED,SYSTEM
1218,192,22,ASSIGNED,SYSTEM
1219,193,41,ASSIGNED,SYSTEM
1220,193,77,ASSIGNED,SYSTEM
1221,193,5,ASSIGNED,SYSTEM
1222,193,86,ASSIGNED,SYSTEM
1223,193,14,ASSIGNED,SYSTEM
1224,193,32,ASSIGNED,SYSTEM
1225,193,68,ASSIGNED,SYSTEM
1226,193,50,ASSIGNED,SYSTEM
1227,194,41,ASSIGNED,SYSTEM
1228,194,59,ASSIGNED,SYSTEM
1229,194,50,ASSIGNED,SYSTEM
1230,194,86,ASSIGNED,SYSTEM
1231,194,68,ASSIGNED,SYSTEM
1232,194,77,ASSIGNED,SYSTEM
1233,194,14,ASSIGNED,SYSTEM
1234,194,32,ASSIGNED,SYSTEM
1235,195,86,ASSIGNED,SYSTEM
1236,195,41,ASSIGNED,SYSTEM
1237,195,77,ASSIGNED,SYSTEM
1238,195,50,ASSIGNED,SYSTEM
1239,195,23,ASSIGNED,SYSTEM
1240,195,32,ASSIGNED,SYSTEM
1241,195,5,ASSIGNED,SYSTEM
1242,195,68,ASSIGNED,SYSTEM
1243,196,42,ASSIGNED,SYSTEM
1244,196,33,ASSIGNED,SYSTEM
1245,196,51,ASSIGNED,SYSTEM
1246,196,60,ASSIGNED,SYSTEM
1247,196,69,ASSIGNED,SYSTEM
1248,196,6,ASSIGNED,SYSTEM
1249,196,78,ASSIGNED,SYSTEM
1250,196,87,ASSIGNED,SYSTEM
1251,197,24,ASSIGNED,SYSTEM
1252,197,51,ASSIGNED,SYSTEM
1253,197,69,ASSIGNED,SYSTEM
1254,197,15,ASSIGNED,SYSTEM
1255,197,60,ASSIGNED,SYSTEM
1256,197,6,ASSIGNED,SYSTEM
1257,197,87,ASSIGNED,SYSTEM
1258,197,33,ASSIGNED,SYSTEM
1259,198,87,ASSIGNED,SYSTEM
1260,198,42,ASSIGNED,SYSTEM
1261,198,78,ASSIGNED,SYSTEM
1262,198,51,ASSIGNED,SYSTEM
1263,198,60,ASSIGNED,SYSTEM
1264,198,6,ASSIGNED,SYSTEM
1265,198,24,ASSIGNED,SYSTEM
1266,198,15,ASSIGNED,SYSTEM
1267,199,43,ASSIGNED,SYSTEM
1268,199,61,ASSIGNED,SYSTEM
1269,199,25,ASSIGNED,SYSTEM
1270,199,34,ASSIGNED,SYSTEM
1271,199,70,ASSIGNED,SYSTEM
1272,200,61,ASSIGNED,SYSTEM
1273,200,52,ASSIGNED,SYSTEM
1274,200,16,ASSIGNED,SYSTEM
1275,200,34,ASSIGNED,SYSTEM
1276,200,79,ASSIGNED,SYSTEM
1277,201,61,ASSIGNED,SYSTEM
1278,201,16,ASSIGNED,SYSTEM
1279,201,70,ASSIGNED,SYSTEM
1280,201,88,ASSIGNED,SYSTEM
1281,201,52,ASSIGNED,SYSTEM
1282,202,17,ASSIGNED,SYSTEM
1283,202,80,ASSIGNED,SYSTEM
1284,202,53,ASSIGNED,SYSTEM
1285,202,89,ASSIGNED,SYSTEM
1286,202,8,ASSIGNED,SYSTEM
1287,203,35,ASSIGNED,SYSTEM
1288,203,26,ASSIGNED,SYSTEM
1289,203,71,ASSIGNED,SYSTEM
1290,203,8,ASSIGNED,SYSTEM
1291,203,17,ASSIGNED,SYSTEM
1292,204,17,ASSIGNED,SYSTEM
1293,204,80,ASSIGNED,SYSTEM
1294,204,35,ASSIGNED,SYSTEM
1295,204,89,ASSIGNED,SYSTEM
1296,204,8,ASSIGNED,SYSTEM
1297,205,54,ASSIGNED,SYSTEM
1298,205,18,ASSIGNED,SYSTEM
1299,205,9,ASSIGNED,SYSTEM
1300,205,81,ASSIGNED,SYSTEM
1301,206,72,ASSIGNED,SYSTEM
1302,206,18,ASSIGNED,SYSTEM
1303,206,81,ASSIGNED,SYSTEM
1304,206,45,ASSIGNED,SYSTEM
1305,207,63,ASSIGNED,SYSTEM
1306,207,90,ASSIGNED,SYSTEM
1307,207,18,ASSIGNED,SYSTEM
1308,207,9,ASSIGNED,SYSTEM
1309,208,94,ASSIGNED,SYSTEM
1310,208,95,ASSIGNED,SYSTEM
1311,208,91,ASSIGNED,SYSTEM
1312,208,100,ASSIGNED,SYSTEM
1313,208,96,ASSIGNED,SYSTEM
1314,209,93,ASSIGNED,SYSTEM
